H264,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,time
True,True,False,True,False,False,False,False,False,20,1,2.031
True,False,False,True,False,True,False,True,True,20,5,2.778
True,False,False,False,True,True,True,False,False,40,9,5.891
True,False,False,False,False,True,True,True,False,20,9,3.796
True,False,False,True,True,True,True,True,True,40,5,3.307
True,True,False,False,True,False,True,False,False,40,1,2.438
True,False,False,True,True,True,True,True,True,40,1,2.854
True,False,False,False,True,False,False,False,False,40,9,5.125
True,False,False,False,True,True,True,False,False,40,1,2.778
True,True,False,False,True,False,True,False,False,40,5,4.015
True,True,False,False,False,True,False,False,False,40,5,3.363
True,False,False,False,True,True,True,False,False,40,5,4.471
True,True,False,False,False,True,False,False,False,40,9,4.5680000000000005
True,True,False,False,True,False,True,False,False,40,9,5.476
True,False,False,False,True,False,False,True,False,20,1,2.294
True,True,False,True,False,True,True,False,True,60,5,3.982
True,True,False,False,True,False,True,True,True,60,1,2.427
True,False,False,True,False,True,False,False,False,20,1,2.307
True,False,False,True,True,False,False,True,True,40,5,2.985
True,True,False,False,True,False,True,True,True,60,5,2.924
True,True,False,True,False,True,True,False,True,60,1,2.369
True,True,False,True,False,False,False,True,True,40,9,3.069
True,True,False,False,False,True,False,False,False,60,1,2.237
True,False,False,False,False,True,True,True,False,20,1,2.714
True,True,False,False,True,False,True,True,True,60,9,3.449
True,False,False,False,False,True,True,True,False,20,5,3.2910000000000004
True,True,False,True,False,True,True,False,True,60,9,5.329
True,False,False,True,True,True,True,True,True,40,9,3.857
True,False,False,True,False,True,False,True,True,40,5,2.841
True,True,False,True,False,False,True,False,False,20,5,3.972
True,True,False,True,False,False,False,False,False,20,5,3.229
True,False,False,True,False,True,False,True,True,40,1,2.456
True,True,False,False,False,False,False,False,False,40,1,2.091
True,True,False,True,False,False,False,False,False,20,9,4.402
True,False,False,False,True,False,False,True,False,20,9,3.373
True,True,False,False,False,False,False,False,False,40,5,3.2880000000000003
True,True,False,False,True,True,False,False,True,20,5,3.443
True,False,False,True,True,False,False,False,True,60,1,2.674
True,True,False,True,False,False,False,True,True,40,5,2.524
True,False,False,True,False,True,False,False,False,20,9,4.872
True,False,False,True,True,False,True,False,True,60,1,2.861
True,True,False,False,False,False,False,False,False,40,9,4.513
True,True,False,False,True,True,False,False,True,20,1,2.076
True,False,False,False,True,False,False,True,False,20,5,2.841
True,False,False,True,True,False,False,False,True,60,5,4.018
True,True,False,True,False,False,False,True,True,40,1,2.17
True,False,False,True,False,True,False,False,False,20,5,3.6
True,True,False,True,True,True,False,False,False,60,5,3.741
True,False,False,False,False,False,True,True,False,20,9,3.852
True,True,False,True,True,True,False,False,False,60,1,2.443
True,False,False,False,False,False,True,True,False,20,5,3.278
True,True,False,True,False,False,False,False,True,60,5,3.422
True,True,False,True,True,False,True,True,True,40,9,3.525
True,False,False,False,True,True,True,True,True,20,9,3.82
True,True,False,False,False,True,False,True,True,20,5,2.386
True,False,False,False,True,True,True,True,True,20,5,3.333
True,True,False,False,False,True,False,True,True,20,9,3.064
True,True,False,True,True,True,False,False,False,60,9,4.985
True,False,False,False,True,True,True,True,True,20,1,2.767
True,False,False,True,True,True,True,True,True,60,9,3.871
True,True,False,False,True,False,True,False,False,60,1,2.437
True,False,False,True,True,True,True,True,True,60,5,3.274
True,False,False,False,False,False,True,False,False,40,9,5.908
True,True,False,False,False,True,False,True,True,20,1,2.02
True,True,False,False,True,False,True,False,False,60,5,4.015
True,False,False,True,True,True,True,True,True,60,1,2.835
True,False,False,False,False,False,True,True,False,20,1,2.675
True,True,False,True,True,False,True,True,True,40,5,2.989
True,True,False,False,True,False,True,False,False,60,9,5.624
True,True,False,True,False,True,True,True,False,20,1,2.352
True,True,False,True,True,False,True,True,True,40,1,2.51
True,False,False,True,False,True,False,False,False,40,1,2.448
True,True,False,True,False,True,True,True,False,20,5,2.914
True,True,False,False,True,True,False,True,True,60,9,3.365
True,False,False,False,True,False,False,True,False,40,5,2.904
True,True,False,True,False,True,True,True,False,20,9,3.549
True,False,False,False,True,False,False,True,False,40,1,2.479
True,True,False,True,True,False,True,False,False,20,1,2.495
True,True,False,False,True,True,False,True,False,20,5,2.487
True,True,False,False,True,True,False,True,False,20,1,2.088
True,False,False,True,False,True,False,False,False,40,9,5.005
True,True,False,False,True,True,False,True,False,20,9,3.115
True,False,False,True,False,True,False,False,False,40,5,3.731
True,False,False,False,True,False,False,True,False,40,9,3.484
True,True,False,False,False,True,True,True,True,40,1,2.355
True,True,False,True,True,False,True,True,True,20,9,3.494
True,False,False,False,False,False,True,True,False,40,9,3.783
True,False,False,True,True,True,True,True,False,60,5,3.306
True,False,False,True,True,False,False,False,True,20,5,3.816
True,True,False,True,True,False,True,True,True,20,5,2.992
True,False,False,False,True,True,True,True,True,40,9,3.886
True,False,False,False,False,False,True,True,False,40,5,3.248
True,False,False,True,True,True,True,True,False,60,1,2.801
True,False,False,True,True,False,False,False,True,20,9,5.1080000000000005
True,False,False,False,True,True,True,True,True,40,5,3.3710000000000004
True,False,False,True,True,True,False,True,False,60,9,3.778
True,True,False,False,False,True,False,True,True,40,5,2.55
True,False,False,False,True,True,True,True,True,40,1,2.789
True,True,False,False,False,True,False,True,True,40,9,3.208
True,False,False,True,False,True,False,True,True,60,9,3.694
True,True,False,False,False,True,False,True,True,40,1,2.1590000000000003
True,True,False,True,True,False,True,True,True,20,1,2.511
True,True,False,True,False,True,True,True,False,40,1,2.362
True,False,False,False,False,False,True,True,False,40,1,2.715
True,True,False,True,False,True,True,True,False,40,5,2.967
True,False,False,True,True,True,True,True,False,60,9,3.888
